8428	7631	Breslaviazdjcie	breslaviazdjcie	http://ivotrans.pl/wp-content/uploads/2021/01/Breslaviazdjcie.jpg
8429	8058	Toruzdjcie	toruzdjcie	http://ivotrans.pl/wp-content/uploads/2021/01/Toruzdjcie.jpg
8430	7631	Toruzdjcie	toruzdjcie	http://ivotrans.pl/wp-content/uploads/2021/01/Toruzdjcie.jpg
8431	8058	Poznazdjcie	poznazdjcie	http://ivotrans.pl/wp-content/uploads/2021/01/Poznazdjcie.jpg
8432	7631	Poznazdjcie	poznazdjcie	http://ivotrans.pl/wp-content/uploads/2021/01/Poznazdjcie.jpg
8433	8058	Lublinozdjcie	lublinozdjcie	http://ivotrans.pl/wp-content/uploads/2021/01/Lublinozdjcie.jpg
8434	7631	Lublinozdjcie	lublinozdjcie	http://ivotrans.pl/wp-content/uploads/2021/01/Lublinozdjcie.jpg
8435	8058	Wieliczkazdjcie	wieliczkazdjcie	http://ivotrans.pl/wp-content/uploads/2021/01/Wieliczkazdjcie.jpg
8436	7631	Wieliczkazdjcie	wieliczkazdjcie	http://ivotrans.pl/wp-content/uploads/2021/01/Wieliczkazdjcie.jpg
8437	8058	Czstochowazdjcie	czstochowazdjcie	http://ivotrans.pl/wp-content/uploads/2021/01/Czstochowazdjcie.jpg
8438	7631	Czstochowazdjcie	czstochowazdjcie	http://ivotrans.pl/wp-content/uploads/2021/01/Czstochowazdjcie.jpg
8439	8058	Zakopanezdjcie	zakopanezdjcie	http://ivotrans.pl/wp-content/uploads/2021/01/Zakopanezdjcie.jpg
8440	7631	Zakopanezdjcie	zakopanezdjcie	http://ivotrans.pl/wp-content/uploads/2021/01/Zakopanezdjcie.jpg
8441	8058	Wadowicezdjcie	wadowicezdjcie	http://ivotrans.pl/wp-content/uploads/2021/01/Wadowicezdjcie.jpg
8442	7631	Wadowicezdjcie	wadowicezdjcie	http://ivotrans.pl/wp-content/uploads/2021/01/Wadowicezdjcie.jpg
8446	8058	Wadowicezdjcie	wadowicezdjcie-2	http://ivotrans.pl/wp-content/uploads/2021/01/Wadowicezdjcie-1.jpg
8447	7631	Wadowicezdjcie	wadowicezdjcie-2	http://ivotrans.pl/wp-content/uploads/2021/01/Wadowicezdjcie-1.jpg
8448	8058	Malborkzdjcie	malborkzdjcie	http://ivotrans.pl/wp-content/uploads/2021/01/Malborkzdjcie.jpg
8449	7631	Malborkzdjcie	malborkzdjcie	http://ivotrans.pl/wp-content/uploads/2021/01/Malborkzdjcie.jpg
8451	8058	ILaghiMasuriazdjcie	ilaghimasuriazdjcie	http://ivotrans.pl/wp-content/uploads/2021/01/ILaghiMasuriazdjcie.jpg
8452	7631	ILaghiMasuriazdjcie	ilaghimasuriazdjcie	http://ivotrans.pl/wp-content/uploads/2021/01/ILaghiMasuriazdjcie.jpg
8456	0	7 (Polonia Religiosa) - Sulle orme dei Santi e Beati Polacchi	7-polonia-religiosa-sulle-orme-dei-santi-e-beati-polacchi	http://ivotrans.pl/wp-content/uploads/2021/01/7-Polonia-Religiosa-Sulle-orme-dei-Santi-e-Beati-Polacchi.pdf
8457	0	7 (Polonia Religiosa) - Sulle orme dei Santi e Beati Polacchi	7-polonia-religiosa-sulle-orme-dei-santi-e-beati-polacchi-2	http://ivotrans.pl/wp-content/uploads/2021/01/7-Polonia-Religiosa-Sulle-orme-dei-Santi-e-Beati-Polacchi.pdf
8458	0	8 (Pasqua in Polonia) - Mistero della Fede	8-pasqua-in-polonia-mistero-della-fede	http://ivotrans.pl/wp-content/uploads/2021/01/8-Pasqua-in-Polonia-Mistero-della-Fede.pdf
8459	0	8 (Pasqua in Polonia) - Mistero della Fede	8-pasqua-in-polonia-mistero-della-fede-2	http://ivotrans.pl/wp-content/uploads/2021/01/8-Pasqua-in-Polonia-Mistero-della-Fede.pdf
8460	0	9 (Le perle del rinascimento) - e non solo ...	9-le-perle-del-rinascimento-e-non-solo	http://ivotrans.pl/wp-content/uploads/2021/01/9-Le-perle-del-rinascimento-e-non-solo-....pdf
8461	0	9 (Le perle del rinascimento) - e non solo ...	9-le-perle-del-rinascimento-e-non-solo-2	http://ivotrans.pl/wp-content/uploads/2021/01/9-Le-perle-del-rinascimento-e-non-solo-....pdf
8462	0	10 (Masuria e Podlachia) - Dal Paese dei Mille Laghi alla terra degli ultimi bisonti europei	10-masuria-e-podlachia-dal-paese-dei-mille-laghi-alla-terra-degli-ultimi-bisonti-europei	http://ivotrans.pl/wp-content/uploads/2021/01/10-Masuria-e-Podlachia-Dal-Paese-dei-Mille-Laghi-alla-terra-degli-ultimi-bisonti-europei.pdf
8463	0	10 (Masuria e Podlachia) - Dal Paese dei Mille Laghi alla terra degli ultimi bisonti europei	10-masuria-e-podlachia-dal-paese-dei-mille-laghi-alla-terra-degli-ultimi-bisonti-europei-2	http://ivotrans.pl/wp-content/uploads/2021/01/10-Masuria-e-Podlachia-Dal-Paese-dei-Mille-Laghi-alla-terra-degli-ultimi-bisonti-europei.pdf
8464	0	11 (Mercatini di Natale a Cracovia) - insaporiti dalla gioia e dal vin brulé aromatizzato ai chiodi di garofano	11-mercatini-di-natale-a-cracovia-insaporiti-dalla-gioia-e-dal-vin-brule-aromatizzato-ai-chiodi-di-garofano	http://ivotrans.pl/wp-content/uploads/2021/01/11-Mercatini-di-Natale-a-Cracovia-insaporiti-dalla-gioia-e-dal-vin-brule-aromatizzato-ai-chiodi-di-garofano.pdf
8465	0	11 (Mercatini di Natale a Cracovia) - insaporiti dalla gioia e dal vin brulé aromatizzato ai chiodi di garofano	11-mercatini-di-natale-a-cracovia-insaporiti-dalla-gioia-e-dal-vin-brule-aromatizzato-ai-chiodi-di-garofano-2	http://ivotrans.pl/wp-content/uploads/2021/01/11-Mercatini-di-Natale-a-Cracovia-insaporiti-dalla-gioia-e-dal-vin-brule-aromatizzato-ai-chiodi-di-garofano.pdf
8466	0	12 (Polin) - La Polonia Ebraica	12-polin-la-polonia-ebraica	http://ivotrans.pl/wp-content/uploads/2021/01/12-Polin-La-Polonia-Ebraica.pdf
8467	0	12 (Polin) - La Polonia Ebraica	12-polin-la-polonia-ebraica-2	http://ivotrans.pl/wp-content/uploads/2021/01/12-Polin-La-Polonia-Ebraica.pdf
8468	0	13 (Slow Tour) - tra maestose montagne, discese in zattera e architetture in legno	13-slow-tour-tra-maestose-montagne-discese-in-zattera-e-architetture-in-legno	http://ivotrans.pl/wp-content/uploads/2021/01/13-Slow-Tour-tra-maestose-montagne-discese-in-zattera-e-architetture-in-legno.pdf
8469	0	13 (Slow Tour) - tra maestose montagne, discese in zattera e architetture in legno	13-slow-tour-tra-maestose-montagne-discese-in-zattera-e-architetture-in-legno-2	http://ivotrans.pl/wp-content/uploads/2021/01/13-Slow-Tour-tra-maestose-montagne-discese-in-zattera-e-architetture-in-legno.pdf
8470	0	14 (Auschwitz - Birkenau) - dove si rivive la storia	14-auschwitz-birkenau-dove-si-rivive-la-storia	http://ivotrans.pl/wp-content/uploads/2021/01/14-Auschwitz-Birkenau-dove-si-rivive-la-storia.pdf
8471	0	14 (Auschwitz - Birkenau) - dove si rivive la storia	14-auschwitz-birkenau-dove-si-rivive-la-storia-2	http://ivotrans.pl/wp-content/uploads/2021/01/14-Auschwitz-Birkenau-dove-si-rivive-la-storia.pdf
8472	0	15 (Splendida Cracovia, stupenda Breslavia e magica Praga) - ... partiamo!	15-splendida-cracovia-stupenda-breslavia-e-magica-praga-partiamo	http://ivotrans.pl/wp-content/uploads/2021/01/15-Splendida-Cracovia-stupenda-Breslavia-e-magica-Praga-...-partiamo.pdf
8473	0	15 (Splendida Cracovia, stupenda Breslavia e magica Praga) - ... partiamo!	15-splendida-cracovia-stupenda-breslavia-e-magica-praga-partiamo-2	http://ivotrans.pl/wp-content/uploads/2021/01/15-Splendida-Cracovia-stupenda-Breslavia-e-magica-Praga-...-partiamo.pdf
8474	0	16 (Polonia e Lituania) - Nella stupefacente Europa orientale...	16-polonia-e-lituania-nella-stupefacente-europa-orientale	http://ivotrans.pl/wp-content/uploads/2021/01/16-Polonia-e-Lituania-Nella-stupefacente-Europa-orientale....pdf
